Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PT MR,2PT%3PT,%PTSFBPS,%PTSFT,%PTSOFFTO,%PTSPITP,2FGM%AST,%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
Patrick Patterson,27,TOR,NBA,2016-17,58,7,1459,138,348,54,120,84,228,43,60,61,220,281,71,35,23,36,114,403,0.397,0.45,0.368,0.517,0.717,0.538,34.2,65.8,27.1,6.8,63.1,3.6,9.7,14.9,20.4,51.7,48.3,97.8,2.2,79.7,20.3,2.4,6,39.9,1.5,3.9,36.9,0.7,0.9,71.7,1,3.6,4.6,1.2,0.6,0.6,0.4,1.9,1,0,5.4
Chris Paul,31,LAC,NBA,2016-17,55,55,1721,327,700,214,421,113,279,202,229,39,235,274,504,105,7,132,135,969,0.467,0.508,0.405,0.548,0.882,0.605,61.4,38.6,45.7,30.1,33.4,12.5,20.9,13.7,15.5,12.3,87.7,37.8,62.2,20.7,79.3,6.2,12.9,47.7,2,5,40.5,3.8,4.3,88.8,0.7,4.3,5,9.2,2.5,1.9,0.1,2.4,24,1,8.9
Adreian Payne,25,MIN,NBA,2016-17,13,0,100,18,41,16,31,2,10,12,15,6,15,21,5,6,4,7,25,50,0.439,0.516,0.2,0.463,0.8,0.525,72.2,27.8,63.5,25.4,14.3,6.3,22.2,17.5,38.1,65,35,100,0,69.6,30.4,1.4,3.2,42.6,0.2,0.9,20,0.8,1.1,73.7,0.5,1.4,1.9,0.4,0.5,0.5,0.4,1.9,0,0,-0.2
Cameron Payne,22,TOT,NBA,2016-17,30,0,460,64,193,37,107,27,86,5,8,3,44,47,55,14,5,29,51,160,0.332,0.346,0.314,0.402,0.625,0.407,55.4,44.6,46.3,21.3,50.6,4.4,3.1,11.9,25,21.6,78.4,85.2,14.8,48.4,51.6,2.1,6.2,33.2,0.9,2.8,31.4,0.2,0.3,62.5,0.1,1.5,1.5,1.8,0.9,0.5,0.1,1.7,0,0,-2.2
Elfrid Payton,22,ORL,NBA,2016-17,75,51,2198,386,823,350,687,36,136,130,192,81,263,344,459,83,39,161,167,938,0.469,0.509,0.265,0.491,0.677,0.517,84,16,74.4,11,11.2,21.3,14.4,14,63.3,13,87,89.5,10.5,20,80,5.2,11,47.1,0.5,1.8,27,1.8,2.6,69.5,1.1,3.6,4.7,6.4,2.2,1.1,0.5,2.2,17,5,-1.8
Paul Pierce,39,LAC,NBA,2016-17,21,7,251,23,60,11,24,12,36,10,12,1,43,44,7,4,5,14,36,68,0.383,0.458,0.333,0.483,0.833,0.521,39.7,60.3,31,16.9,54.9,5.6,14.1,16.9,14.1,54.5,45.5,100,0,79.2,20.8,1,2.7,38.1,0.6,1.7,34.2,0.4,0.5,83.3,0,2,2,0.4,0.7,0.2,0.2,1.7,0,0,1.1
Marshall Plumlee,24,NYK,NBA,2016-17,16,0,103,5,11,5,11,0,0,5,12,11,16,27,9,1,3,8,13,15,0.455,0.455,,0.455,0.417,0.461,100,0,69.2,0,0,26.9,30.8,30.8,69.2,66.7,33.3,0,0,66.7,33.3,0.5,1,47.4,0,0,0,0.4,0.9,47.1,1,1.1,2,0.5,0.5,0.2,0.2,0.9,0,0,-0.6
Mason Plumlee,26,TOT,NBA,2016-17,73,62,1971,303,564,303,558,0,6,163,280,154,407,561,276,65,80,122,199,769,0.537,0.543,0,0.537,0.582,0.56,99,1,79,5.9,0,11.5,21,13.7,73.1,71.9,28.1,0,0,71.9,28.1,4.1,7.6,53.4,0,0.1,0,2.2,3.7,57.8,2.1,5.4,7.5,3.6,1.6,0.9,1.1,2.8,19,0,-0.2
Miles Plumlee,28,TOT,NBA,2016-17,38,12,392,40,81,40,81,0,0,23,37,28,46,74,20,14,12,25,57,103,0.494,0.494,,0.494,0.622,0.529,100,0,77.1,1.8,0,4.6,22.9,14.7,75.2,85.7,14.3,0,0,85.7,14.3,1,2,50,0,0,0,0.6,0.9,64.1,0.7,1.2,1.9,0.5,0.7,0.4,0.3,1.5,0,0,-1.1
Jakob Poeltl,21,TOR,NBA,2016-17,47,4,527,50,94,50,94,0,0,26,46,70,72,142,10,15,15,28,95,126,0.532,0.532,,0.532,0.565,0.551,100,0,81,2.5,0,5.1,19,15.2,78.5,70.3,29.7,0,0,70.3,29.7,1.2,2.1,57.1,0,0,0,0.6,1,54.5,1.4,1.6,3,0.2,0.5,0.3,0.4,2,0,0,-0.1
Otto Porter Jr.,23,WAS,NBA,2016-17,75,75,2496,397,763,254,438,143,325,91,111,107,377,484,116,114,39,43,186,1028,0.52,0.58,0.44,0.614,0.82,0.633,57.4,42.6,49.2,18.6,41.7,16.8,9,17.9,30.6,66.8,33.2,96.6,3.4,77.6,22.4,5.2,10.1,51.6,1.9,4.3,43.7,1.2,1.5,82.8,1.5,4.9,6.4,1.5,0.6,1.5,0.5,2.4,12,0,2.5
Bobby Portis,21,CHI,NBA,2016-17,56,13,839,148,310,125,235,23,75,37,55,62,177,239,29,11,11,34,83,356,0.477,0.532,0.307,0.515,0.673,0.533,74.7,25.3,69.9,24.6,21,13.3,9.2,21.2,45.3,63.4,36.6,100,0,69.5,30.5,2.8,5.8,48.5,0.5,1.5,31.9,0.6,0.9,66.7,1.1,3.4,4.5,0.5,0.6,0.2,0.2,1.5,4,0,-1.7
Kristaps Porzingis,21,NYK,NBA,2016-17,64,63,2101,427,957,317,648,110,309,196,248,109,357,466,94,46,129,114,240,1160,0.446,0.489,0.356,0.504,0.79,0.544,68.1,31.9,55.4,19.7,28.1,7.9,16.6,12.4,35.6,66.8,33.2,98.2,1.8,74.7,25.3,6.7,14.9,45,1.7,4.8,35.7,3,3.8,78.6,1.7,5.5,7.2,1.5,1.8,0.7,2,3.7,12,0,-1.5
Dwight Powell,25,DAL,NBA,2016-17,70,1,1180,170,320,162,285,8,35,97,126,88,192,280,45,57,36,26,124,445,0.531,0.568,0.229,0.544,0.77,0.593,83.8,16.2,69.6,10.9,10.3,6.1,20,15.2,58.7,83.7,16.3,100,0,85.2,14.8,2.5,4.8,52.9,0.2,0.8,29.3,1.3,1.8,74.4,1.2,2.8,4,0.7,0.4,0.8,0.5,1.7,2,0,-2.1
Norman Powell,23,TOR,NBA,2016-17,71,17,1293,213,477,160,313,53,164,120,153,25,135,160,76,47,14,66,120,599,0.447,0.511,0.323,0.502,0.784,0.55,65.9,34.1,53.7,6.9,26,21.8,20.3,18.5,46.8,27.4,72.6,94.3,5.7,43.8,56.2,2.9,6.6,44,0.7,2.2,31.5,1.7,2.1,79,0.3,1.9,2.2,1.1,0.9,0.7,0.2,1.7,0,0,1
Ronnie Price,33,PHO,NBA,2016-17,7,0,55,2,9,0,3,2,6,1,2,1,6,7,6,5,0,1,5,7,0.222,0,0.333,0.333,0.5,0.354,23.5,76.5,0,0,66.7,22.2,33.3,22.2,0,0,0,100,0,100,0,0.2,1.3,11.8,0.2,1,15.4,0.2,0.3,75,0.2,0.6,0.8,1.2,0.2,0.8,0.1,1,0,0,-3.2
Tim Quarterman,22,POR,NBA,2016-17,13,0,44,8,13,5,7,3,6,0,0,2,4,6,8,1,2,4,4,19,0.615,0.714,0.5,0.731,,0.731,53.8,46.2,52.6,10.5,47.4,31.6,0,26.3,42.1,0,100,66.7,33.3,25,75,0.6,0.9,61.5,0.2,0.4,50,0,0,0,0.1,0.3,0.4,0.6,0.3,0.1,0.1,0.3,0,0,0.8
Chasson Randle,23,TOT,NBA,2016-17,20,0,203,28,68,15,34,13,34,27,28,5,17,22,29,4,1,7,26,96,0.412,0.441,0.382,0.507,0.964,0.598,50,50,32,0,36,16,32,8.8,32,35,65,66.7,33.3,48.6,51.4,1.4,3.6,38.9,0.6,1.8,33.3,1.6,1.7,95.2,0.2,1,1.2,1.4,0.6,0.3,0.1,1.4,0,0,-0.6
Julius Randle,22,LAL,NBA,2016-17,66,65,1915,332,690,319,642,13,48,181,252,131,440,571,249,46,33,159,226,858,0.481,0.497,0.271,0.491,0.718,0.536,91.7,8.3,73.6,7.6,5.4,18.3,21,17,66,48,52,94.1,5.9,50.1,49.9,5.1,10.5,48.5,0.2,0.9,27,2.8,3.8,72.2,2.1,6.6,8.7,3.6,2.4,0.7,0.5,3.4,18,3,-6.1
Zach Randolph,35,MEM,NBA,2016-17,67,5,1629,396,876,376,788,20,88,126,172,172,375,547,112,33,10,88,124,938,0.452,0.477,0.227,0.463,0.733,0.493,90.2,9.8,80,21.9,6.2,3.9,13.8,13.2,58,48.1,51.9,100,0,50.7,49.3,5.9,13.2,44.8,0.3,1.3,22.6,1.9,2.7,72.9,2.5,5.7,8.2,1.7,1.3,0.5,0.1,1.9,20,0,1.1
J.J Redick,32,LAC,NBA,2016-17,72,72,2008,366,822,184,392,182,430,163,184,12,145,157,100,49,10,90,115,1077,0.445,0.469,0.423,0.556,0.886,0.596,47.4,52.6,33,22.2,51.6,13.6,15.4,14.3,10.8,81,19,95.4,4.6,88.3,11.7,5.1,11.4,44.6,2.6,6,43.3,2.3,2.6,88.9,0.1,2,2.2,1.4,1.3,0.7,0.2,1.6,0,0,5.6
Willie Reed,26,MIA,NBA,2016-17,64,5,937,147,259,146,255,1,4,46,81,116,180,296,24,17,43,27,118,341,0.568,0.573,0.25,0.569,0.568,0.579,98.5,1.5,86.1,5.1,0.8,8.5,13,17.6,81,63.8,36.2,100,0,64.1,35.9,2.2,4,55.6,0,0.1,25,0.7,1.2,54.1,1.8,2.9,4.7,0.4,0.4,0.3,0.7,1.9,4,0,0.4
Josh Richardson,23,MIA,NBA,2016-17,46,27,1355,170,440,112,248,58,192,49,65,29,119,148,116,45,29,55,116,447,0.386,0.452,0.302,0.452,0.754,0.477,55.9,44.1,46.7,19.8,41.6,11.7,11.7,17.4,26.9,35.6,64.4,92.9,7.1,56.9,43.1,3.7,9.5,38.6,1.4,4.2,32.6,1.2,1.5,77.6,0.6,2.5,3.1,2.6,1.2,1.1,0.7,2.5,0,0,-0.1
Malachi Richardson,21,SAC,NBA,2016-17,22,0,198,28,68,20,40,8,28,15,19,3,20,23,11,5,1,8,23,79,0.412,0.5,0.286,0.471,0.789,0.517,58.8,41.2,50.6,30.4,30.4,6.3,19,7.6,20.3,65,35,75,25,67.9,32.1,1.3,3.1,41.2,0.4,1.3,28.6,0.7,0.9,78.9,0.1,0.9,1,0.5,0.4,0.2,0,1,0,0,-0.8
Austin Rivers,24,LAC,NBA,2016-17,74,29,2054,323,731,212,432,111,299,132,191,20,141,161,204,49,10,115,187,889,0.442,0.491,0.371,0.518,0.691,0.545,59.1,40.9,47.7,4.5,37.5,10.6,14.8,12.9,43.2,20.8,79.2,70.3,29.7,37.8,62.2,4.4,9.9,44.2,1.5,4,37.1,1.8,2.6,69.1,0.3,1.9,2.2,2.8,1.6,0.6,0.1,2.5,0,0,0
Andre Roberson,25,OKC,NBA,2016-17,74,74,2249,204,442,159,264,45,178,45,107,93,285,378,73,89,73,49,189,498,0.462,0.602,0.253,0.512,0.421,0.509,60.3,39.7,65.1,0.8,25.9,23.4,9,23.6,64.4,76.5,23.5,97.8,2.2,80.9,19.1,2.7,5.9,46.4,0.6,2.3,24.5,0.6,1.4,42.3,1.2,3.9,5.1,1,0.6,1.2,1,2.6,2,0,1.8
Brian Roberts,31,CHO,NBA,2016-17,35,0,309,32,86,17,52,15,34,30,36,4,28,32,48,6,0,18,16,109,0.372,0.327,0.441,0.459,0.833,0.535,63.8,36.2,38.2,21.4,36.6,4.6,25.2,8.4,16.8,36,64,87.5,12.5,56.1,43.9,1.1,2.7,39,0.4,1,42.1,0.8,1,84.6,0.1,0.8,0.9,1.3,0.5,0.2,0,0.5,0,0,-1
Glenn Robinson III,23,IND,NBA,2016-17,69,27,1426,158,339,109,214,49,125,54,76,57,188,245,47,41,21,37,63,419,0.466,0.509,0.392,0.538,0.711,0.563,63,37,52,20.5,35.1,16,12.9,19.1,31.5,64.2,35.8,98,2,74.7,25.3,2.3,4.9,46.7,0.7,1.8,39.2,0.8,1.1,71.1,0.8,2.7,3.6,0.7,0.5,0.6,0.3,0.9,3,0,-1.1
Thomas Robinson,25,LAL,NBA,2016-17,40,1,421,71,133,71,133,0,0,22,45,66,107,173,24,21,9,29,60,164,0.534,0.534,,0.534,0.489,0.537,99.5,0.5,87.2,4.4,0,15.9,12.8,19.4,82.8,47.5,52.5,0,0,47.5,52.5,2.2,4,53.2,0,0,0,0.6,1.3,46.8,1.8,2.9,4.7,0.6,0.9,0.5,0.2,1.6,1,0,-1.7
Sergio Rodriguez,30,PHI,NBA,2016-17,68,30,1518,210,536,118,284,92,252,18,27,21,136,157,344,48,4,128,95,530,0.392,0.415,0.365,0.478,0.667,0.484,53,47,44.5,17.4,52.1,12.6,3.4,17.4,27.2,19.5,80.5,56.5,43.5,35.7,64.3,3.1,7.9,39.2,1.4,3.7,36.5,0.3,0.4,66.7,0.3,2,2.3,5.1,1.9,0.7,0.1,1.4,1,0,-2
Rajon Rondo,30,CHI,NBA,2016-17,64,37,1693,204,501,160,381,44,120,29,46,61,252,313,416,90,10,153,132,481,0.407,0.42,0.367,0.451,0.63,0.461,76.3,23.7,67,16.3,27.3,14,5.7,12.1,50.8,24.9,75.1,93.8,6.3,39.6,60.4,3.3,8.1,40.8,0.7,1.9,36.6,0.4,0.7,60,1,4.1,5.1,6.7,2.5,1.4,0.2,2.1,6,1,-1
Derrick Rose,28,NYK,NBA,2016-17,64,64,2082,460,977,447,917,13,60,221,253,66,180,246,283,44,17,147,84,1154,0.471,0.487,0.217,0.477,0.874,0.53,93.9,6.1,77.5,21.7,3.4,17,19.2,11.7,55.8,21.7,78.3,69.2,30.8,23,77,7.2,15.3,47.1,0.2,0.9,21.7,3.5,4,87.4,1,2.8,3.8,4.4,2.3,0.7,0.3,1.3,2,0,-2.6
Terrence Ross,25,TOT,NBA,2016-17,71,17,1751,299,679,170,326,129,353,57,69,18,173,191,72,76,30,58,128,784,0.44,0.521,0.365,0.535,0.826,0.553,47.5,52.5,42.7,19.5,49.9,14.5,7.4,23,23.2,51.1,48.9,85.9,14.1,66.4,33.6,4.3,9.7,43.8,1.9,5.1,36.6,0.8,1,82.9,0.2,2.4,2.7,1.1,0.9,1.1,0.4,1.8,0,0,1.7
Terry Rozier,22,BOS,NBA,2016-17,69,0,1197,140,388,86,219,54,169,47,59,39,174,213,121,40,11,45,63,381,0.361,0.393,0.32,0.43,0.797,0.46,56.5,43.5,45.6,13.7,41.9,18.4,12.5,16.2,31.9,33.3,66.7,80.7,19.3,51.3,48.7,2.1,5.7,36.9,0.8,2.5,32.2,0.7,0.9,77.3,0.5,2.5,3.1,1.8,0.7,0.6,0.2,0.9,1,0,-0.1
Ricky Rubio,26,MIN,NBA,2016-17,67,67,2179,220,539,167,368,53,171,212,239,62,204,266,599,118,8,172,181,705,0.408,0.454,0.31,0.457,0.887,0.547,69.7,30.3,48.2,28.7,21.5,12.8,30.3,16.4,19.5,26.8,73.2,94.9,5.1,42.4,57.6,3.5,8.6,40.3,0.8,2.6,30.6,3.4,3.8,88.9,0.9,3.2,4.1,9.1,2.6,1.7,0.1,2.7,24,1,-0.1
Damjan Rudez,30,ORL,NBA,2016-17,42,0,302,29,83,9,20,20,63,0,0,5,20,25,19,11,1,9,30,78,0.349,0.45,0.317,0.47,,0.47,24.7,75.3,25,17.5,75,7.5,0,10,7.5,70,30,100,0,90,10,0.7,1.9,35.3,0.5,1.5,31.3,0,0,0,0.1,0.5,0.6,0.5,0.2,0.3,0,0.7,0,0,-1.5
Brandon Rush,31,MIN,NBA,2016-17,38,24,795,54,147,20,60,34,87,9,12,13,68,81,37,19,19,21,33,151,0.367,0.333,0.391,0.483,0.75,0.496,40,60,26.6,9.6,67,14.9,6.4,15.4,17,80,20,97.6,2.4,91,9,1.5,4,37.2,0.9,2.4,38.9,0.3,0.4,75,0.3,1.8,2.1,1,0.6,0.5,0.5,0.9,0,0,-0.6
D'Angelo Russell,20,LAL,NBA,2016-17,58,55,1640,327,797,201,446,126,351,131,172,30,174,204,277,79,16,154,119,911,0.41,0.451,0.359,0.489,0.762,0.522,55.7,44.3,43.9,16.5,41.2,11.1,14.9,17.8,27.4,25.9,74.1,63.7,36.3,40.5,59.5,5.6,13.8,40.5,2.1,6.1,35.2,2.3,3,78.2,0.5,3,3.5,4.8,2.8,1.4,0.3,2.1,2,0,-5.7
Domantas Sabonis,20,OKC,NBA,2016-17,73,64,1492,173,430,128,288,45,142,31,51,41,222,263,78,34,29,76,184,422,0.402,0.444,0.317,0.455,0.608,0.466,66.7,33.3,59,13.5,32.8,8.3,8.3,15.3,45.4,62.2,37.8,100,0,72.4,27.6,2.3,5.8,40.5,0.6,1.9,32.9,0.5,0.8,62.3,0.5,2.9,3.5,1,1,0.5,0.4,2.4,2,0,0.1
Larry Sanders,28,CLE,NBA,2016-17,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,100,0.3,0.3,0.5,0,0,0.3,0.3,0.8,0,0,-0.8
Dario Saric,22,PHI,NBA,2016-17,75,30,1990,357,863,257,551,100,312,157,199,104,375,479,167,50,28,164,149,971,0.414,0.466,0.321,0.472,0.789,0.511,63.2,36.8,53.1,10.1,30.6,11.1,16.2,18.3,43,51.6,48.4,92.4,7.6,63,37,4.7,11.5,41.2,1.3,4.2,31.2,2.1,2.7,78,1.4,5,6.3,2.2,2.2,0.7,0.4,2,10,0,-3.8
Tomas Satoransky,25,WAS,NBA,2016-17,53,2,647,53,127,45,96,8,31,21,31,24,54,78,80,24,6,33,57,135,0.417,0.469,0.258,0.449,0.677,0.48,76.1,23.9,68.1,18.4,17,9.2,14.9,18.4,49.6,39.6,60.4,100,0,48.2,51.8,1,2.4,41.8,0.1,0.6,25,0.4,0.6,67.7,0.4,1,1.4,1.5,0.6,0.4,0.1,1,1,0,0.1
Dennis Schroder,23,ATL,NBA,2016-17,74,73,2321,513,1144,420,867,93,277,211,248,39,188,227,466,70,13,245,138,1330,0.448,0.484,0.336,0.489,0.851,0.531,75.7,24.3,63.3,19.3,21.3,10.2,15.4,16.5,44,20.9,79.1,67,33,29.4,70.6,7,15.5,45.1,1.3,3.8,34,2.8,3.2,85.4,0.5,2.6,3.1,6.3,3.3,0.9,0.2,1.9,10,0,-1.2
Luis Scola,36,BRK,NBA,2016-17,36,1,461,71,151,54,101,17,50,25,37,51,88,139,37,14,4,34,63,184,0.47,0.535,0.34,0.526,0.676,0.55,66.9,33.1,58.7,3.3,27.7,12,13.6,16.3,55.4,40.7,59.3,94.1,5.9,53.5,46.5,2,4.2,47,0.5,1.4,34,0.7,1,67.6,1.4,2.4,3.9,1,0.9,0.4,0.1,1.8,1,0,-2.3
Mike Scott,28,ATL,NBA,2016-17,18,0,195,17,58,13,31,4,27,7,8,10,27,37,17,4,3,8,12,45,0.293,0.419,0.148,0.328,0.875,0.366,54.2,45.8,57.8,13.3,26.7,15.6,15.6,15.6,44.4,76.9,23.1,75,25,76.5,23.5,0.9,3.3,28.8,0.2,1.5,14.8,0.4,0.4,87.5,0.6,1.5,2.1,0.9,0.4,0.2,0.2,0.7,0,0,-2.3
Thabo Sefolosha,32,ATL,NBA,2016-17,60,42,1556,172,386,131,269,41,117,55,75,51,212,263,106,94,31,55,97,440,0.446,0.487,0.35,0.499,0.733,0.525,69.8,30.2,59.5,14.5,28,17.7,12.5,24.3,45,64.1,35.9,95.1,4.9,71.5,28.5,2.9,6.5,44.4,0.7,2,35,0.9,1.3,73.3,0.9,3.5,4.4,1.8,0.9,1.6,0.5,1.6,0,0,-0.8
Wayne Selden,22,TOT,NBA,2016-17,7,4,69,7,16,3,3,4,13,4,6,0,7,7,1,3,0,3,6,22,0.438,1,0.308,0.563,0.667,0.59,51,49,52.5,6.6,24.6,31.1,23,9.8,45.9,56.3,43.8,100,0,66.7,33.3,1.6,3.9,41.2,0.4,1.9,20,1.1,1.7,63.6,0.1,1.1,1.2,0.9,0.8,0.5,0.1,1.2,0,0,-2.3
Kevin Seraphin,27,IND,NBA,2016-17,43,3,471,88,161,88,159,0,2,5,10,37,85,122,21,6,18,22,53,181,0.547,0.553,0,0.547,0.5,0.547,98.9,1.1,94.7,29,0,1.9,5.3,11.1,65.7,64.3,35.7,0,0,64.3,35.7,2.1,3.8,54.4,0,0,0,0.2,0.4,61.1,0.8,2,2.9,0.5,0.6,0.1,0.4,1.3,0,0,-2.1
Ramon Sessions,30,CHO,NBA,2016-17,50,1,811,100,263,79,201,21,62,91,118,12,62,74,129,25,3,46,43,312,0.38,0.393,0.339,0.42,0.771,0.495,76.4,23.6,50.6,9.6,20.2,14.1,29.2,6.1,41,39.2,60.8,85.7,14.3,49,51,2,5.3,38,0.4,1.2,33.9,1.8,2.4,77.1,0.2,1.2,1.5,2.6,0.9,0.5,0.1,0.9,0,0,-1.6
Iman Shumpert,26,CLE,NBA,2016-17,67,29,1725,185,446,93,200,92,246,61,78,33,165,198,98,55,23,63,131,523,0.415,0.465,0.374,0.518,0.782,0.544,45.6,54.4,36.3,18.7,51.7,11.9,11.9,14.1,17.6,37.4,62.6,88.3,11.7,62.2,37.8,2.6,6.4,40.9,1.3,3.5,36.6,0.9,1.1,79.3,0.5,2.4,2.9,1.4,1,0.8,0.4,2,0,0,0.7
Pascal Siakam,22,TOR,NBA,2016-17,53,38,828,99,197,98,191,1,6,22,32,62,114,176,17,25,45,32,104,221,0.503,0.513,0.167,0.505,0.688,0.523,97,3,88.7,17.2,1.4,19.9,10,23.1,71.5,66.3,33.7,100,0,66.7,33.3,1.8,3.6,50.3,0,0.1,16.7,0.4,0.6,68.8,1.1,2.1,3.2,0.3,0.6,0.5,0.8,2,0,0,-1.4
Jonathon Simmons,27,SAS,NBA,2016-17,70,4,1207,151,356,125,271,26,85,92,121,18,127,145,108,43,25,67,133,420,0.424,0.461,0.306,0.461,0.76,0.513,75.4,24.6,60.3,13.5,19,19.4,20.7,20.9,46.8,50.3,49.7,100,0,59,41,2.3,5.4,42.1,0.4,1.3,29.7,1.3,1.7,76,0.3,1.8,2.1,1.6,1,0.6,0.3,1.9,0,0,2.9
Kyle Singler,28,OKC,NBA,2016-17,28,0,285,22,55,16,29,6,26,9,11,4,28,32,5,3,3,11,21,59,0.4,0.552,0.231,0.455,0.818,0.493,52.3,47.7,60.9,2.9,26.1,27.5,13,10.1,58,57.1,42.9,100,0,66.7,33.3,0.9,2.2,41.5,0.2,1,19.4,0.3,0.4,81.8,0.3,1,1.3,0.3,0.4,0.2,0.1,0.8,0,0,0.7
Marcus Smart,22,BOS,NBA,2016-17,72,24,2191,249,693,167,397,82,296,185,230,74,211,285,322,115,25,149,176,765,0.359,0.421,0.277,0.418,0.804,0.482,56,44,42.6,8.1,33.4,8.9,24,17.3,34.5,41.4,58.6,90.1,9.9,58.1,41.9,3.4,9.6,36,1.2,4.2,28.1,2.5,3.2,80.7,1,2.9,3.9,4.5,2,1.6,0.4,2.4,2,0,1.4
Ish Smith,28,DET,NBA,2016-17,74,25,1739,277,635,255,549,22,86,62,90,17,192,209,371,61,30,102,112,638,0.436,0.464,0.256,0.454,0.689,0.473,86.3,13.7,79.5,30.5,11.2,16.8,9.3,8.6,49,11.5,88.5,74.1,25.9,16.9,83.1,4,9.1,43.9,0.3,1.2,27.6,0.8,1.2,69.8,0.2,2.7,2.9,5.1,1.4,0.8,0.4,1.6,2,0,0.8
J.R Smith,31,CLE,NBA,2016-17,32,26,886,89,271,21,67,68,204,10,15,11,68,79,40,32,9,20,64,256,0.328,0.313,0.333,0.454,0.667,0.461,23.1,76.9,15.7,6.4,81.3,14.9,2.9,16.9,9.3,33.3,66.7,95.7,4.3,81.7,18.3,3.1,8.7,35.5,2.4,6.7,35.8,0.3,0.4,66.7,0.4,2.3,2.7,1.4,0.6,0.9,0.3,1.8,0,0,2.2
Jason Smith,30,WAS,NBA,2016-17,68,2,976,162,304,132,244,30,60,32,47,63,174,237,31,20,50,50,156,386,0.533,0.541,0.5,0.582,0.681,0.594,76.3,23.7,64.7,40.4,27,3.4,8.3,10.7,24.3,85,15,100,0,88.2,11.8,2.4,4.5,53,0.5,1.1,48.7,0.5,0.7,69.4,0.9,2.6,3.5,0.5,0.8,0.3,0.7,2.3,0,0,-0.3
Tony Snell,25,MIL,NBA,2016-17,74,74,2156,230,501,97,171,133,330,45,56,22,216,238,90,44,14,48,116,638,0.459,0.567,0.403,0.592,0.804,0.607,34.2,65.8,30,8.4,63,10.9,7,18,21.6,65,35,99.3,0.7,85,15,3,6.7,45.1,1.8,4.4,40,0.6,0.7,81,0.3,2.9,3.1,1.2,0.7,0.7,0.2,1.6,1,0,-1.4
Marreese Speights,29,LAC,NBA,2016-17,76,2,1200,233,518,135,259,98,259,120,137,83,263,346,59,22,39,61,211,684,0.45,0.521,0.378,0.544,0.876,0.591,49.7,50.3,39.7,6.8,43.2,6,17.1,10.7,32.8,66.9,33.1,98,2,80,20,3,6.7,44.9,1.3,3.4,37.5,1.5,1.7,87.6,1.1,3.5,4.5,0.8,0.8,0.3,0.5,2.8,4,0,-0.6
Tiago Splitter,32,PHI,NBA,2016-17,1,0,7,1,2,1,2,0,0,0,0,2,1,3,0,0,1,0,1,2,0.5,0.5,,0.5,,0.5,88.2,11.8,64,0,12,8,24,16,64,100,0,100,0,100,0,1.5,2.8,52.9,0.2,0.3,50,1,1.2,85.7,0.8,1.3,2.2,0.7,0.5,0,0.2,0.8,0,0,1
Nik Stauskas,23,PHI,NBA,2016-17,73,27,1996,228,566,107,247,121,319,104,131,21,186,207,160,43,31,115,128,681,0.403,0.433,0.379,0.51,0.794,0.546,43.3,56.7,31.8,6,52.7,12.8,15.5,13.7,25.8,50,50,82.8,17.2,67.2,32.8,3.1,7.9,39.7,1.6,4.5,36.7,1.4,1.8,80.1,0.3,2.6,2.8,2.3,1.6,0.6,0.4,1.8,0,0,-2.4
Lance Stephenson,26,TOT,NBA,2016-17,12,0,229,36,76,35,64,1,12,6,10,3,25,28,34,2,1,15,20,79,0.474,0.547,0.083,0.48,0.6,0.491,82.1,17.9,76.8,30.4,16.1,13.4,7.1,8,46.4,41.9,58.1,83.3,16.7,46.9,53.1,3.1,6.6,46.2,0.4,1.2,31.6,0.5,0.8,66.7,0.2,2.3,2.5,3,1.4,0.3,0.1,1.8,0,0,0.6
Jarnell Stokes,23,DEN,NBA,2016-17,2,0,7,1,1,1,1,0,0,1,2,1,1,2,2,1,0,0,3,3,1,1,,1,0.5,0.798,100,0,66.7,0,0,0,33.3,66.7,66.7,100,0,0,0,100,0,0.5,0.5,100,0,0,0,0.5,1,50,0.5,0.5,1,1,0,0.5,0,1.5,0,0,0
Diamond Stone,19,LAC,NBA,2016-17,7,0,24,3,13,3,13,0,0,4,4,1,5,6,0,0,1,2,5,10,0.231,0.231,,0.231,1,0.339,100,0,60,40,0,0,40,0,20,100,0,0,0,100,0,0.4,1.9,23.1,0,0,0,0.6,0.6,100,0.1,0.7,0.9,0,0.3,0,0.1,0.7,0,0,-3.9
